Chr,start,end,mid,sites,Pi,perc_RAD
V,20290001,20300000,20293730,5399,0.0097,WGS
V,20300001,20310000,20304979,9464,0.0018,WGS
V,20310001,20320000,20315080,7348,0.0119,WGS
V,20320001,20330000,20324514,8266,0.0123,WGS
V,20330001,20340000,20334240,5473,0.0042,WGS
V,20340001,20350000,20346348,5629,0.0055,WGS
V,20350001,20360000,20355193,7901,0.0036,WGS
V,20360001,20370000,20364658,9039,0.0055,WGS
V,20370001,20380000,20374288,7139,0.0058,WGS
V,20380001,20390000,20385785,7129,0.0057,WGS
V,20390001,20400000,20393500,5623,0.0044,WGS
V,20400001,20410000,20407364,1366,0.0028,WGS
V,20410001,20420000,20414911,7206,0.0019,WGS
V,20420001,20430000,20424869,3522,0.0026,WGS
V,20430001,20440000,20435472,6752,0.007,WGS
V,20440001,20450000,20445044,7809,0.0056,WGS
V,20450001,20460000,20455209,7337,0.0024,WGS
V,20460001,20470000,20464851,8236,0.0023,WGS
V,20470001,20480000,20475137,5695,0.0021,WGS
V,20480001,20490000,20484988,6153,0.0094,WGS
V,20490001,20500000,20495154,5605,0.0064,WGS
V,20500001,20510000,20505096,9184,0.0151,WGS
V,20510001,20520000,20516608,6073,0.0071,WGS
V,20520001,20530000,20525076,8028,0.0067,WGS
V,20530001,20540000,20534370,7205,0.0064,WGS
V,20540001,20550000,20545360,5870,0.0113,WGS
V,20550001,20560000,20554508,6409,0.0134,WGS
V,20570001,20580000,20577111,4290,0.0126,WGS
V,20580001,20590000,20585025,2859,0.0119,WGS
V,20590001,20600000,20595974,6323,0.0158,WGS
V,20600001,20610000,20604292,7124,0.0154,WGS
V,20610001,20620000,20614505,7615,0.0167,WGS
V,20620001,20630000,20625898,7612,0.0123,WGS
V,20630001,20640000,20634997,9973,0.0083,WGS
V,20640001,20650000,20645000,9259,0.0066,WGS
V,20650001,20660000,20654657,7852,0.0028,WGS
V,20660001,20670000,20665152,9378,0.0009,WGS
V,20670001,20680000,20674845,9598,0.0011,WGS
V,20680001,20690000,20685007,9868,0.0014,WGS
V,20690001,20700000,20695031,9375,0.0015,WGS
V,20700001,20710000,20705778,7400,0.002,WGS
V,20710001,20720000,20714553,8473,0.0011,WGS
V,20720001,20730000,20724775,8752,0.0013,WGS
V,20730001,20740000,20735252,7449,0.0011,WGS
V,20740001,20750000,20745165,9066,0.0012,WGS
V,20750001,20760000,20754965,9561,0.0012,WGS
V,20760001,20770000,20764911,8725,0.0009,WGS
V,20770001,20780000,20775088,8838,0.0011,WGS
V,20780001,20790000,20784987,9949,0.0014,WGS
V,20790001,20800000,20795013,9595,0.001,WGS
V,20800001,20810000,20804609,7767,0.0017,WGS
V,20810001,20820000,20815354,8242,0.0009,WGS
V,20820001,20830000,20825024,9891,0.0007,WGS
V,20830001,20840000,20834911,8219,0.0011,WGS
V,20840001,20850000,20845004,9411,0.0013,WGS
V,20850001,20860000,20855169,8854,0.0015,WGS
V,20860001,20870000,20865096,8943,0.0009,WGS
V,20870001,20880000,20875167,9076,0.0013,WGS
V,20880001,20890000,20885031,9700,0.0009,WGS
V,20890001,20900000,20894831,9644,0.0007,WGS
V,20900001,20910000,20905032,9598,0.0012,WGS
V,20910001,20920000,20915151,9502,0.001,WGS
V,20920001,20930000,20922021,3672,0.0018,WGS
X,1,10000,6051,318,0.0226,WGS
X,10001,20000,12640,503,0.0112,WGS
X,20001,30000,25331,1568,0.0078,WGS
X,30001,40000,34899,979,0.0044,WGS
X,40001,50000,44175,4717,0.0024,WGS
X,50001,60000,56288,4952,0.0033,WGS
X,60001,70000,64780,4559,0.0011,WGS
X,70001,80000,75158,5759,0.0015,WGS
X,80001,90000,85191,1854,0.0018,WGS
X,90001,100000,94302,4179,0.0021,WGS
X,100001,110000,108526,1225,0.0127,WGS
X,110001,120000,114727,6644,0.0034,WGS
X,120001,130000,124089,5055,0.0018,WGS
X,130001,140000,134494,4509,0.0011,WGS
X,140001,150000,145475,6554,0.0023,WGS
X,150001,160000,153039,5599,0.0035,WGS
X,160001,170000,165295,3916,0.0022,WGS
X,170001,180000,175232,7495,0.0011,WGS
X,180001,190000,186826,2395,0.0052,WGS
X,190001,200000,196478,2149,0.0144,WGS
X,200001,210000,203679,3413,0.0013,WGS
X,210001,220000,214746,6589,0.0019,WGS
X,220001,230000,221617,1525,0.0054,WGS
X,240001,250000,248089,2714,0.0018,WGS
X,250001,260000,255129,5603,0.002,WGS
X,260001,270000,265654,5317,0.0032,WGS
X,270001,280000,271646,1044,0.0046,WGS
X,290001,300000,295372,5890,0.0083,WGS
X,300001,310000,305142,9306,0.0006,WGS
X,310001,320000,314853,8261,0.0028,WGS
X,320001,330000,325217,7541,0.0012,WGS
X,330001,340000,334983,8696,0.0014,WGS
X,340001,350000,344969,8903,0.0012,WGS
X,350001,360000,355115,9633,0.0008,WGS
X,360001,370000,364783,9141,0.0006,WGS
X,370001,380000,375226,9434,0.0007,WGS
X,380001,390000,384856,9289,0.0005,WGS
X,390001,400000,394751,8924,0.0006,WGS
X,400001,410000,405119,9492,0.0006,WGS
X,410001,420000,415028,9354,0.0006,WGS
X,420001,430000,424929,8959,0.0007,WGS
X,430001,440000,434636,8541,0.0009,WGS
X,440001,450000,445099,8214,0.0018,WGS
X,450001,460000,454945,9716,0.0005,WGS
X,460001,470000,464989,9404,0.0019,WGS
X,470001,480000,475042,8272,0.0008,WGS
X,480001,490000,485037,9710,0.001,WGS
X,490001,500000,494997,9626,0.0007,WGS
X,500001,510000,504934,9605,0.0007,WGS
X,510001,520000,514613,8474,0.0012,WGS
X,520001,530000,525061,9283,0.0012,WGS
X,530001,540000,535006,9948,0.001,WGS
X,540001,550000,545019,9873,0.0008,WGS
X,550001,560000,555028,9831,0.0007,WGS
X,560001,570000,565063,9367,0.0003,WGS
X,570001,580000,574848,8973,0.001,WGS
X,580001,590000,584790,9279,0.0005,WGS
X,590001,600000,595052,9311,0.0003,WGS
X,600001,610000,604943,9524,0.0005,WGS
X,610001,620000,614996,9903,0.0007,WGS
X,620001,630000,625015,9365,0.0007,WGS
X,630001,640000,635044,9780,0.0007,WGS
X,640001,650000,645062,9803,0.0005,WGS
X,650001,660000,655019,9684,0.0007,WGS
X,660001,670000,665175,8975,0.0006,WGS
X,670001,680000,675109,9567,0.001,WGS
X,680001,690000,684924,9654,0.0008,WGS
X,690001,700000,694997,9840,0.001,WGS
X,700001,710000,705000,9878,0.0017,WGS
X,710001,720000,715000,9712,0.0016,WGS
X,720001,730000,725011,9467,0.001,WGS
X,730001,740000,735032,9813,0.0012,WGS
X,740001,750000,745012,9790,0.0007,WGS
X,750001,760000,754942,9736,0.0006,WGS
X,760001,770000,765182,9485,0.0007,WGS
X,770001,780000,775023,9858,0.0029,WGS
X,780001,790000,784957,9604,0.0007,WGS
X,790001,800000,794941,9832,0.0006,WGS
X,800001,810000,805118,9667,0.0009,WGS
X,810001,820000,814999,9986,0.0003,WGS
X,820001,830000,824967,9839,0.0006,WGS
X,830001,840000,834954,9862,0.0004,WGS
X,840001,850000,845018,9904,0.0007,WGS
X,850001,860000,854785,9382,0.0005,WGS
X,860001,870000,865001,9987,0.0004,WGS
X,870001,880000,875023,9939,0.0006,WGS
X,880001,890000,885001,9991,0.0007,WGS
X,890001,900000,895083,9715,0.0008,WGS
X,900001,910000,905175,9159,0.0009,WGS
X,910001,920000,915000,9991,0.0006,WGS
X,920001,930000,924935,9738,0.0005,WGS
X,930001,940000,934929,9309,0.0003,WGS
X,940001,950000,945139,9163,0.0011,WGS
X,950001,960000,955009,9869,0.0009,WGS
X,960001,970000,965052,9177,0.0004,WGS
X,970001,980000,974926,9792,0.0005,WGS
X,980001,990000,985089,9590,0.0005,WGS
X,990001,1000000,994921,9319,0.0008,WGS
X,1000001,1010000,1005044,9794,0.0006,WGS
X,1010001,1020000,1015042,9458,0.0009,WGS
X,1020001,1030000,1024991,9646,0.0004,WGS
X,1030001,1040000,1034981,9668,0.0008,WGS
X,1040001,1050000,1044969,9526,0.0005,WGS
X,1050001,1060000,1054936,8985,0.0005,WGS
X,1060001,1070000,1065173,9556,0.0006,WGS
X,1070001,1080000,1074990,9599,0.0007,WGS
X,1080001,1090000,1084982,9932,0.0004,WGS
X,1090001,1100000,1095362,9059,0.0004,WGS
X,1100001,1110000,1104999,9981,0.0005,WGS
X,1110001,1120000,1115031,9848,0.0004,WGS
X,1120001,1130000,1125061,7997,0.0006,WGS
X,1130001,1140000,1133719,7103,0.0007,WGS
X,1140001,1150000,1145213,8887,0.0005,WGS
X,1150001,1160000,1154735,8896,0.0005,WGS
X,1160001,1170000,1165233,8673,0.0004,WGS
X,1170001,1180000,1174970,9820,0.0007,WGS
X,1180001,1190000,1184919,9081,0.0006,WGS
X,1190001,1200000,1195062,9782,0.0012,WGS
X,1200001,1210000,1204983,9914,0.0008,WGS
X,1210001,1220000,1215001,9213,0.001,WGS
X,1220001,1230000,1224755,8396,0.0005,WGS
X,1230001,1240000,1235176,9241,0.0009,WGS
X,1240001,1250000,1245197,9295,0.0007,WGS
X,1250001,1260000,1254575,8631,0.0006,WGS
X,1260001,1270000,1265277,8033,0.0015,WGS
X,1270001,1280000,1275236,9219,0.0009,WGS
X,1280001,1290000,1285719,7555,0.0013,WGS
X,1290001,1300000,1295309,8832,0.0015,WGS
X,1300001,1310000,1305197,9291,0.0009,WGS
X,1310001,1320000,1314785,9058,0.0006,WGS
X,1320001,1330000,1324911,9529,0.0007,WGS
X,1330001,1340000,1335185,8797,0.0012,WGS
X,1340001,1350000,1344746,8996,0.0011,WGS
X,1350001,1360000,1355319,9010,0.0014,WGS
X,1360001,1370000,1365024,9786,0.001,WGS
X,1370001,1380000,1374898,8608,0.0025,WGS
X,1380001,1390000,1385063,9438,0.0008,WGS
X,1390001,1400000,1394960,7043,0.0014,WGS
X,1400001,1410000,1405788,8076,0.0017,WGS
X,1410001,1420000,1414906,9451,0.0015,WGS
X,1420001,1430000,1425117,8489,0.002,WGS
X,1430001,1440000,1436112,6974,0.0023,WGS
X,1440001,1450000,1444855,9266,0.0013,WGS
X,1450001,1460000,1454892,9285,0.0018,WGS
X,1460001,1470000,1464719,7260,0.0024,WGS
X,1470001,1480000,1474984,8574,0.0032,WGS
X,1480001,1490000,1484961,9700,0.0013,WGS
X,1490001,1500000,1495034,9102,0.0025,WGS
X,1500001,1510000,1504886,8204,0.0035,WGS
X,1510001,1520000,1515062,9228,0.003,WGS
X,1520001,1530000,1524443,7386,0.0028,WGS
X,1530001,1540000,1535444,7977,0.0025,WGS
X,1540001,1550000,1545227,7656,0.0046,WGS
X,1550001,1560000,1554957,9696,0.0059,WGS
X,1560001,1570000,1565013,9916,0.0016,WGS
X,1570001,1580000,1574584,8651,0.0015,WGS
X,1580001,1590000,1584601,8974,0.0012,WGS
X,1590001,1600000,1595072,5831,0.001,WGS
X,1600001,1610000,1605586,6433,0.0012,WGS
X,1610001,1620000,1614688,9038,0.0006,WGS
X,1620001,1630000,1624911,7859,0.0008,WGS
X,1630001,1640000,1634645,6969,0.0042,WGS
X,1640001,1650000,1645259,5632,0.0062,WGS
X,1650001,1660000,1655615,7187,0.0019,WGS
X,1660001,1670000,1664616,8879,0.0008,WGS
X,1670001,1680000,1675297,9295,0.0027,WGS
X,1680001,1690000,1684435,6944,0.0012,WGS
X,1690001,1700000,1696278,5455,0.0007,WGS
X,1700001,1710000,1704848,9042,0.0022,WGS
X,1710001,1720000,1714915,8900,0.0033,WGS
X,1720001,1730000,1725084,7740,0.0042,WGS
X,1730001,1740000,1734438,8076,0.0019,WGS
X,1740001,1750000,1744061,4570,0.0029,WGS
X,1750001,1760000,1754191,4862,0.0068,WGS
X,1760001,1770000,1765539,8578,0.0027,WGS
X,1770001,1780000,1774958,9725,0.0015,WGS
X,1780001,1790000,1785210,8867,0.0023,WGS
X,1790001,1800000,1794885,7067,0.003,WGS
X,1800001,1810000,1805055,9480,0.0012,WGS
X,1810001,1820000,1815141,7741,0.0015,WGS
X,1820001,1830000,1825308,8528,0.0023,WGS
X,1830001,1840000,1835006,9270,0.0021,WGS
X,1840001,1850000,1845131,9068,0.0008,WGS
X,1850001,1860000,1854813,9584,0.0016,WGS
X,1860001,1870000,1865245,8348,0.0017,WGS
X,1870001,1880000,1874975,9779,0.0014,WGS
X,1880001,1890000,1885158,7226,0.0102,WGS
X,1890001,1900000,1894932,9438,0.0027,WGS
X,1900001,1910000,1904772,8398,0.0018,WGS
X,1910001,1920000,1914968,9149,0.0018,WGS
X,1920001,1930000,1924582,8328,0.001,WGS
X,1930001,1940000,1935044,9676,0.0016,WGS
X,1940001,1950000,1941942,824,0.0069,WGS
X,1950001,1960000,1958459,2740,0.0013,WGS
X,1960001,1970000,1965209,8909,0.0019,WGS
X,1970001,1980000,1974943,9445,0.0007,WGS
X,1980001,1990000,1985070,9535,0.0008,WGS
X,1990001,2000000,1993434,6530,0.001,WGS
X,2000001,2010000,2006020,2626,0.0037,WGS
X,2010001,2020000,2015197,8417,0.0016,WGS
X,2020001,2030000,2024761,9118,0.0009,WGS
X,2030001,2040000,2035126,8497,0.0014,WGS
X,2040001,2050000,2044711,8854,0.0009,WGS
X,2050001,2060000,2054836,8393,0.0036,WGS
X,2060001,2070000,2065347,8632,0.0024,WGS
X,2070001,2080000,2074899,9361,0.0009,WGS
X,2080001,2090000,2084832,8279,0.0006,WGS
X,2090001,2100000,2094877,9635,0.0009,WGS
X,2100001,2110000,2105111,9481,0.0008,WGS
X,2110001,2120000,2115001,9996,0.0006,WGS
X,2120001,2130000,2125033,9834,0.0008,WGS
X,2130001,2140000,2134765,8165,0.0008,WGS
X,2140001,2150000,2145186,9017,0.0006,WGS
X,2150001,2160000,2155095,9606,0.0006,WGS
X,2160001,2170000,2164981,9508,0.0011,WGS
X,2170001,2180000,2174969,9759,0.0019,WGS
X,2180001,2190000,2185022,8679,0.0011,WGS
X,2190001,2200000,2195165,9564,0.0008,WGS
X,2200001,2210000,2205008,9740,0.0019,WGS
X,2210001,2220000,2215006,9713,0.0008,WGS
X,2220001,2230000,2224928,9741,0.0012,WGS
X,2230001,2240000,2235029,9868,0.0015,WGS
X,2240001,2250000,2245009,9899,0.0017,WGS
X,2250001,2260000,2255104,9311,0.0016,WGS
X,2260001,2270000,2265043,9845,0.0013,WGS
X,2270001,2280000,2274877,9593,0.0007,WGS
X,2280001,2290000,2284878,8660,0.0013,WGS
X,2290001,2300000,2295031,9298,0.001,WGS
X,2300001,2310000,2305098,9400,0.0009,WGS
X,2310001,2320000,2314996,9823,0.0007,WGS
X,2320001,2330000,2325121,9290,0.001,WGS
X,2330001,2340000,2335145,9016,0.0006,WGS
X,2340001,2350000,2345003,9721,0.0011,WGS
X,2350001,2360000,2355048,9610,0.0022,WGS
X,2360001,2370000,2364946,9702,0.0014,WGS
X,2370001,2380000,2374753,9305,0.0021,WGS
X,2380001,2390000,2385176,9123,0.0019,WGS
X,2390001,2400000,2395201,9240,0.0011,WGS
X,2400001,2410000,2404859,8710,0.001,WGS
X,2410001,2420000,2414844,9410,0.0009,WGS
X,2420001,2430000,2424932,9688,0.0006,WGS
X,2430001,2440000,2434877,9417,0.0005,WGS
X,2440001,2450000,2444952,9761,0.0005,WGS
X,2450001,2460000,2454941,9613,0.0007,WGS
X,2460001,2470000,2464992,9564,0.0012,WGS
X,2470001,2480000,2475091,9453,0.0008,WGS
X,2480001,2490000,2485005,9483,0.0017,WGS
X,2490001,2500000,2494885,9734,0.0013,WGS
X,2500001,2510000,2505081,9766,0.0005,WGS
X,2510001,2520000,2515070,9291,0.0009,WGS
X,2520001,2530000,2525164,9316,0.0006,WGS
X,2530001,2540000,2535099,8969,0.0005,WGS
X,2540001,2550000,2544952,9524,0.0005,WGS
X,2550001,2560000,2554960,9655,0.0009,WGS
X,2560001,2570000,2565188,9402,0.0009,WGS
X,2570001,2580000,2574946,9187,0.0008,WGS
X,2580001,2590000,2584889,9251,0.0009,WGS
X,2590001,2600000,2594823,8764,0.0013,WGS
X,2600001,2610000,2605112,9409,0.0007,WGS
X,2610001,2620000,2614889,9470,0.0008,WGS
X,2620001,2630000,2624814,9424,0.0004,WGS
X,2630001,2640000,2635135,9313,0.0006,WGS
X,2640001,2650000,2644952,9446,0.0007,WGS
X,2650001,2660000,2654835,8912,0.0011,WGS
X,2660001,2670000,2664945,8394,0.0009,WGS
X,2670001,2680000,2675016,9478,0.0008,WGS
X,2680001,2690000,2684938,9731,0.001,WGS
X,2690001,2700000,2695148,9444,0.001,WGS
X,2700001,2710000,2704996,9886,0.0011,WGS
X,2710001,2720000,2715065,9734,0.0013,WGS
X,2720001,2730000,2724943,9782,0.0009,WGS
X,2730001,2740000,2734756,9053,0.0011,WGS
X,2740001,2750000,2745048,9240,0.0014,WGS
X,2750001,2760000,2754971,8513,0.0018,WGS
X,2760001,2770000,2764891,9092,0.001,WGS
X,2770001,2780000,2775226,8318,0.0008,WGS
X,2780001,2790000,2785026,9308,0.0006,WGS
X,2790001,2800000,2795051,9333,0.0008,WGS
X,2800001,2810000,2805016,9688,0.0011,WGS
X,2810001,2820000,2814963,9590,0.0014,WGS
X,2820001,2830000,2824575,8027,0.0013,WGS
X,2830001,2840000,2835233,8913,0.001,WGS
X,2840001,2850000,2845104,9566,0.0009,WGS
X,2850001,2860000,2854990,9653,0.0011,WGS
X,2860001,2870000,2865032,9797,0.0006,WGS
X,2870001,2880000,2874957,9165,0.0007,WGS
X,2880001,2890000,2885070,9384,0.0006,WGS
X,2890001,2900000,2894727,8644,0.001,WGS
X,2900001,2910000,2904966,8607,0.0007,WGS
X,2910001,2920000,2915001,9976,0.0004,WGS
X,2920001,2930000,2924630,8988,0.0007,WGS
X,2930001,2940000,2935072,9652,0.0009,WGS
X,2940001,2950000,2945018,9948,0.0007,WGS
X,2950001,2960000,2954938,8551,0.0009,WGS
X,2960001,2970000,2964906,8585,0.0012,WGS
X,2970001,2980000,2974927,8028,0.0009,WGS
X,2980001,2990000,2984889,7668,0.0006,WGS
X,2990001,3000000,2995741,5077,0.0011,WGS
X,3000001,3010000,3004836,7721,0.0021,WGS
X,3010001,3020000,3014833,8587,0.0007,WGS
X,3020001,3030000,3025333,9092,0.0011,WGS
X,3030001,3040000,3035042,9805,0.0007,WGS
X,3040001,3050000,3045112,9524,0.0009,WGS
X,3050001,3060000,3055070,9827,0.0022,WGS
X,3060001,3070000,3065082,9509,0.0017,WGS
X,3070001,3080000,3074994,6221,0.0022,WGS
X,3080001,3090000,3085107,9694,0.0006,WGS
X,3090001,3100000,3095010,9925,0.0006,WGS
X,3100001,3110000,3104995,9871,0.001,WGS
X,3110001,3120000,3115047,9875,0.0004,WGS
X,3120001,3130000,3124401,8799,0.0003,WGS
X,3130001,3140000,3135359,9074,0.0007,WGS
X,3140001,3150000,3144979,9912,0.0007,WGS
X,3150001,3160000,3154852,9454,0.0007,WGS
X,3160001,3170000,3165043,9898,0.0006,WGS
X,3170001,3180000,3175001,9858,0.0004,WGS
X,3180001,3190000,3184879,9620,0.0004,WGS
X,3190001,3200000,3195195,9278,0.0006,WGS
X,3200001,3210000,3205001,9987,0.001,WGS
X,3210001,3220000,3215068,9444,0.0004,WGS
X,3220001,3230000,3225139,9404,0.0004,WGS
X,3230001,3240000,3235001,9999,0.0004,WGS
X,3240001,3250000,3244997,9990,0.0007,WGS
X,3250001,3260000,3255057,9720,0.0007,WGS
X,3260001,3270000,3264967,9658,0.0015,WGS
X,3270001,3280000,3275000,9977,0.0004,WGS
X,3280001,3290000,3285001,9953,0.0007,WGS
X,3290001,3300000,3295004,9978,0.0005,WGS
X,3300001,3310000,3304998,9928,0.0009,WGS
X,3310001,3320000,3315047,9702,0.0008,WGS
X,3320001,3330000,3324975,9748,0.0006,WGS
X,3330001,3340000,3335030,8970,0.0008,WGS
X,3340001,3350000,3345074,9650,0.0007,WGS
X,3350001,3360000,3354949,9422,0.0004,WGS
X,3360001,3370000,3365199,7541,0.0011,WGS
X,3370001,3380000,3375432,8954,0.0005,WGS
X,3380001,3390000,3384998,9811,0.0002,WGS
X,3390001,3400000,3395067,9695,0.0002,WGS
X,3400001,3410000,3404958,9697,0.0004,WGS
X,3410001,3420000,3415010,9917,0.0001,WGS
X,3420001,3430000,3424958,9883,0.0003,WGS
X,3430001,3440000,3434892,8471,0.0005,WGS
X,3440001,3450000,3445023,9613,0.0004,WGS
X,3450001,3460000,3455002,9935,0.0002,WGS
X,3460001,3470000,3464887,9715,0.0005,WGS
X,3470001,3480000,3474948,9787,0.0004,WGS
X,3480001,3490000,3484782,9346,0.0003,WGS
X,3490001,3500000,3495332,8835,0.0003,WGS
X,3500001,3510000,3505001,9992,0.0003,WGS
X,3510001,3520000,3514916,9450,0.0003,WGS
X,3520001,3530000,3525016,9881,0.0004,WGS
X,3530001,3540000,3535004,9316,0.0003,WGS
X,3540001,3550000,3545053,9809,0.0004,WGS
X,3550001,3560000,3554859,9657,0.0004,WGS
X,3560001,3570000,3564832,6242,0.0007,WGS
X,3570001,3580000,3575611,8634,0.0008,WGS
X,3580001,3590000,3585053,9587,0.0006,WGS
X,3590001,3600000,3594944,9581,0.0007,WGS
X,3600001,3610000,3604994,9824,0.0004,WGS
X,3610001,3620000,3614969,9225,0.0004,WGS
X,3620001,3630000,3625087,9722,0.0004,WGS
X,3630001,3640000,3635015,9597,0.002,WGS
X,3640001,3650000,3645020,9837,0.0005,WGS
X,3650001,3660000,3655018,9773,0.0008,WGS
X,3660001,3670000,3665005,9886,0.0006,WGS
X,3670001,3680000,3675012,9925,0.0009,WGS
X,3680001,3690000,3685026,9922,0.0004,WGS
X,3690001,3700000,3694894,9237,0.0006,WGS
X,3700001,3710000,3705151,9613,0.0007,WGS
X,3710001,3720000,3715052,9434,0.0006,WGS
X,3720001,3730000,3724991,9808,0.0008,WGS
X,3730001,3740000,3734970,8824,0.0003,WGS
X,3740001,3750000,3745012,9726,0.0005,WGS
X,3750001,3760000,3754986,9955,0.002,WGS
X,3760001,3770000,3765001,9911,0.0059,WGS
X,3770001,3780000,3775075,9803,0.0003,WGS
X,3780001,3790000,3784942,8521,0.0003,WGS
X,3790001,3800000,3794986,9874,0.0003,WGS
X,3800001,3810000,3805005,9899,0.0005,WGS
X,3810001,3820000,3815001,9936,0.0011,WGS
X,3820001,3830000,3825025,9805,0.0003,WGS
X,3830001,3840000,3834957,9678,0.0006,WGS
X,3840001,3850000,3844702,8586,0.0009,WGS
X,3850001,3860000,3854924,9490,0.0007,WGS
X,3860001,3870000,3865024,9379,0.0007,WGS
X,3870001,3880000,3874940,9687,0.0009,WGS
X,3880001,3890000,3885171,9321,0.0009,WGS
X,3890001,3900000,3894797,9228,0.0008,WGS
X,3900001,3910000,3905120,9670,0.0009,WGS
X,3910001,3920000,3914986,9954,0.0007,WGS
X,3920001,3930000,3925002,9978,0.0013,WGS
X,3930001,3940000,3934981,9945,0.0005,WGS
X,3940001,3950000,3945030,9520,0.0006,WGS
X,3950001,3960000,3955111,9354,0.0005,WGS
X,3960001,3970000,3964997,9967,0.0005,WGS
X,3970001,3980000,3974941,9760,0.0005,WGS
X,3980001,3990000,3985106,9417,0.0007,WGS
X,3990001,4000000,3995115,8934,0.0007,WGS
X,4000001,4010000,4005141,9603,0.0009,WGS
X,4010001,4020000,4014916,9461,0.0015,WGS
X,4020001,4030000,4024425,7602,0.005,WGS
X,4030001,4040000,4034985,5182,0.0196,WGS
X,4040001,4050000,4044678,4014,0.0121,WGS
X,4050001,4060000,4055245,4374,0.0068,WGS
X,4060001,4070000,4064745,9151,0.001,WGS
X,4070001,4080000,4074912,8713,0.0011,WGS
X,4080001,4090000,4085021,9039,0.0011,WGS
X,4090001,4100000,4095113,9620,0.0006,WGS
X,4100001,4110000,4104925,9735,0.0008,WGS
X,4110001,4120000,4115039,9776,0.0009,WGS
X,4120001,4130000,4125070,9832,0.0009,WGS
X,4130001,4140000,4135060,9205,0.0009,WGS
X,4140001,4150000,4144795,9403,0.0009,WGS
X,4150001,4160000,4155109,9685,0.001,WGS
X,4160001,4170000,4165253,8765,0.0007,WGS
X,4170001,4180000,4175027,9912,0.0007,WGS
X,4180001,4190000,4184970,9918,0.0006,WGS
X,4190001,4200000,4194951,9548,0.001,WGS
X,4200001,4210000,4205034,9264,0.0015,WGS
X,4210001,4220000,4214957,9856,0.0004,WGS
X,4220001,4230000,4224978,9697,0.001,WGS
X,4230001,4240000,4235103,9175,0.0014,WGS
X,4240001,4250000,4245128,9382,0.0026,WGS
X,4250001,4260000,4254988,9915,0.0007,WGS
X,4260001,4270000,4264999,9911,0.0008,WGS
X,4270001,4280000,4275091,9786,0.0011,WGS
X,4280001,4290000,4284987,9659,0.0008,WGS
X,4290001,4300000,4294998,9841,0.0009,WGS
X,4300001,4310000,4305009,9966,0.0007,WGS
X,4310001,4320000,4315017,9863,0.0016,WGS
X,4320001,4330000,4323553,5530,0.0011,WGS
X,4330001,4340000,4337871,268,0.0004,WGS
X,4340001,4350000,4346280,6931,0.0009,WGS
X,4350001,4360000,4355027,9917,0.0009,WGS
X,4360001,4370000,4364952,9669,0.0007,WGS
X,4370001,4380000,4375079,9598,0.0011,WGS
X,4380001,4390000,4384992,9331,0.0012,WGS
