scaffold,start,end,mid,sites,pi_all,species,gen_region
IV,2020001,2030000,2028065,1032,0.0388,inopinata,intergenic
IV,2070001,2080000,2076665,214,0.0034,inopinata,intergenic
IV,2090001,2100000,2095154,352,0.003,inopinata,intergenic
IV,2190001,2200000,2196693,193,0.0306,inopinata,intergenic
IV,2240001,2250000,2240642,260,0.0193,inopinata,intergenic
IV,2350001,2360000,2356216,978,0.0226,inopinata,intergenic
IV,2400001,2410000,2402734,266,0.0199,inopinata,intergenic
IV,2460001,2470000,2461363,186,0.0067,inopinata,intergenic
IV,2490001,2500000,2495832,182,0.079,inopinata,intergenic
IV,2630001,2640000,2638335,441,0.0204,inopinata,intergenic
IV,2890001,2900000,2894805,240,0.0287,inopinata,intergenic
IV,3080001,3090000,3085279,218,0.0255,inopinata,intergenic
IV,3100001,3110000,3105116,482,0.0094,inopinata,intergenic
IV,3110001,3120000,3111393,544,0.0127,inopinata,intergenic
IV,3180001,3190000,3185088,266,0.0101,inopinata,intergenic
IV,3210001,3220000,3216218,386,0.0101,inopinata,intergenic
IV,3290001,3300000,3293735,243,0.0436,inopinata,intergenic
IV,3460001,3470000,3462469,726,0.014,inopinata,intergenic
IV,3470001,3480000,3476860,591,0.0158,inopinata,intergenic
IV,3480001,3490000,3486371,1551,0.0221,inopinata,intergenic
IV,3490001,3500000,3494178,2245,0.0197,inopinata,intergenic
IV,3510001,3520000,3512694,249,0.0118,inopinata,intergenic
IV,3530001,3540000,3534683,1424,0.0247,inopinata,intergenic
IV,3540001,3550000,3546719,311,0.024,inopinata,intergenic
IV,3550001,3560000,3553782,195,0.0195,inopinata,intergenic
IV,3580001,3590000,3584863,367,0.0239,inopinata,intergenic
IV,3610001,3620000,3614206,160,0.0218,inopinata,intergenic
IV,3650001,3660000,3657483,518,0.0267,inopinata,intergenic
IV,3660001,3670000,3661962,647,0.0217,inopinata,intergenic
IV,3730001,3740000,3733698,294,0.0222,inopinata,intergenic
IV,3770001,3780000,3774463,333,0.0465,inopinata,intergenic
IV,3840001,3850000,3846680,279,0.0228,inopinata,intergenic
IV,3890001,3900000,3894980,389,0.0176,inopinata,intergenic
IV,3910001,3920000,3915275,276,0.0196,inopinata,intergenic
IV,3970001,3980000,3976002,374,0.0222,inopinata,intergenic
IV,4030001,4040000,4032113,374,0.0252,inopinata,intergenic
IV,4070001,4080000,4079391,596,0.0124,inopinata,intergenic
IV,4080001,4090000,4083006,394,0.0155,inopinata,intergenic
IV,4100001,4110000,4104670,234,0.0252,inopinata,intergenic
IV,4110001,4120000,4113036,387,0.0125,inopinata,intergenic
IV,4170001,4180000,4174014,297,0.0083,inopinata,intergenic
IV,4180001,4190000,4183308,542,0.0232,inopinata,intergenic
IV,4250001,4260000,4253882,185,0.0533,inopinata,intergenic
IV,4300001,4310000,4306106,169,0.0417,inopinata,intergenic
IV,4390001,4400000,4393072,186,0.0238,inopinata,intergenic
IV,4490001,4500000,4492051,375,0.0284,inopinata,intergenic
IV,4560001,4570000,4566365,975,0.0251,inopinata,intergenic
IV,4600001,4610000,4609543,270,0.0047,inopinata,intergenic
IV,4620001,4630000,4628013,699,0.0185,inopinata,intergenic
IV,4670001,4680000,4674397,594,0.0071,inopinata,intergenic
IV,4680001,4690000,4685261,2929,0.0105,inopinata,intergenic
IV,4690001,4700000,4690809,275,0.018,inopinata,intergenic
IV,4780001,4790000,4784613,240,0.0463,inopinata,intergenic
IV,4800001,4810000,4805911,842,0.0352,inopinata,intergenic
IV,4980001,4990000,4980231,213,0.0176,inopinata,intergenic
IV,5030001,5040000,5038254,282,0.0275,inopinata,intergenic
IV,5050001,5060000,5056375,220,0.0078,inopinata,intergenic
IV,5060001,5070000,5066705,160,0.0314,inopinata,intergenic
IV,5140001,5150000,5143766,883,0.0293,inopinata,intergenic
IV,5240001,5250000,5245358,313,0.0212,inopinata,intergenic
IV,5280001,5290000,5286682,367,0.026,inopinata,intergenic
IV,5330001,5340000,5337150,333,0.0149,inopinata,intergenic
IV,5420001,5430000,5428220,190,0.0061,inopinata,intergenic
IV,5530001,5540000,5533656,278,0.0053,inopinata,intergenic
IV,5560001,5570000,5568483,193,0.0188,inopinata,intergenic
IV,5570001,5580000,5575356,421,0.0279,inopinata,intergenic
IV,5610001,5620000,5617134,372,0.0308,inopinata,intergenic
IV,5630001,5640000,5630695,520,0.0451,inopinata,intergenic
IV,5680001,5690000,5689516,654,0.024,inopinata,intergenic
IV,5720001,5730000,5723743,268,0.0116,inopinata,intergenic
IV,5740001,5750000,5746979,186,0.0052,inopinata,intergenic
IV,5750001,5760000,5754589,213,0.0076,inopinata,intergenic
IV,5800001,5810000,5804604,492,0.0202,inopinata,intergenic
IV,5920001,5930000,5925517,219,0.0179,inopinata,intergenic
IV,5940001,5950000,5948681,817,0.0102,inopinata,intergenic
IV,5950001,5960000,5953700,430,0.0114,inopinata,intergenic
IV,5960001,5970000,5966821,176,0.0472,inopinata,intergenic
IV,6090001,6100000,6093765,175,0.0061,inopinata,intergenic
IV,6100001,6110000,6105246,352,0.0115,inopinata,intergenic
IV,6180001,6190000,6181592,368,0.0249,inopinata,intergenic
IV,6200001,6210000,6209343,342,0.0454,inopinata,intergenic
IV,6210001,6220000,6212238,207,0.0205,inopinata,intergenic
IV,6240001,6250000,6243134,551,0.0232,inopinata,intergenic
IV,6250001,6260000,6256670,383,0.0154,inopinata,intergenic
IV,6280001,6290000,6287008,230,0.0251,inopinata,intergenic
IV,6290001,6300000,6294773,321,0.0459,inopinata,intergenic
IV,6340001,6350000,6342935,342,0.0062,inopinata,intergenic
IV,6400001,6410000,6408944,351,0.0261,inopinata,intergenic
IV,6420001,6430000,6425433,1038,0.0238,inopinata,intergenic
IV,6530001,6540000,6536453,357,0.0108,inopinata,intergenic
IV,6560001,6570000,6567137,167,0.0154,inopinata,intergenic
IV,6570001,6580000,6574803,347,0.0102,inopinata,intergenic
IV,6600001,6610000,6601117,222,0.0258,inopinata,intergenic
IV,6610001,6620000,6612542,380,0.0074,inopinata,intergenic
IV,6620001,6630000,6622926,569,0.0084,inopinata,intergenic
IV,6670001,6680000,6676098,335,0.011,inopinata,intergenic
IV,6690001,6700000,6698020,194,0.0072,inopinata,intergenic
IV,6710001,6720000,6716908,205,0.0014,inopinata,intergenic
IV,6800001,6810000,6808534,167,0.004,inopinata,intergenic
IV,6810001,6820000,6810184,212,0.0116,inopinata,intergenic
IV,6820001,6830000,6826518,284,0.0085,inopinata,intergenic
IV,6900001,6910000,6905021,1519,0.0171,inopinata,intergenic
IV,6910001,6920000,6918089,191,0.0041,inopinata,intergenic
IV,6950001,6960000,6956416,280,0.0056,inopinata,intergenic
IV,6980001,6990000,6989760,265,0.0029,inopinata,intergenic
IV,7000001,7010000,7005312,173,0.0097,inopinata,intergenic
IV,7010001,7020000,7011917,278,0.0351,inopinata,intergenic
IV,7050001,7060000,7058700,322,0.0221,inopinata,intergenic
IV,7060001,7070000,7062865,541,0.0044,inopinata,intergenic
IV,7080001,7090000,7089044,307,0.0096,inopinata,intergenic
IV,7090001,7100000,7096109,2027,0.0099,inopinata,intergenic
IV,7100001,7110000,7103994,442,0.0134,inopinata,intergenic
IV,7130001,7140000,7134230,213,0.0042,inopinata,intergenic
IV,7210001,7220000,7212460,1040,0.0114,inopinata,intergenic
IV,7220001,7230000,7228977,467,0.0043,inopinata,intergenic
IV,7240001,7250000,7246379,450,0.0113,inopinata,intergenic
IV,7250001,7260000,7253755,208,0.007,inopinata,intergenic
IV,7270001,7280000,7271332,592,0.0244,inopinata,intergenic
IV,7300001,7310000,7307723,289,0.0127,inopinata,intergenic
IV,7390001,7400000,7392685,440,0.0156,inopinata,intergenic
IV,7440001,7450000,7448637,308,0.0368,inopinata,intergenic
IV,7500001,7510000,7507748,610,0.0174,inopinata,intergenic
IV,7510001,7520000,7512846,160,0.0318,inopinata,intergenic
IV,7520001,7530000,7528226,206,0.0181,inopinata,intergenic
IV,7570001,7580000,7575916,173,0.0137,inopinata,intergenic
IV,7580001,7590000,7583396,832,0.0064,inopinata,intergenic
IV,7600001,7610000,7604285,163,0.0167,inopinata,intergenic
IV,7640001,7650000,7646897,267,0.0008,inopinata,intergenic
IV,7650001,7660000,7653579,346,0.0275,inopinata,intergenic
IV,7660001,7670000,7666205,280,0.0138,inopinata,intergenic
IV,7700001,7710000,7703739,398,0.0165,inopinata,intergenic
IV,7720001,7730000,7724613,439,0.021,inopinata,intergenic
IV,7770001,7780000,7776931,657,0.0164,inopinata,intergenic
IV,7790001,7800000,7791061,372,0.0076,inopinata,intergenic
IV,7800001,7810000,7807952,512,0.0071,inopinata,intergenic
IV,7840001,7850000,7846872,958,0.0019,inopinata,intergenic
IV,7850001,7860000,7853143,772,0.0047,inopinata,intergenic
IV,7860001,7870000,7865142,641,0.0109,inopinata,intergenic
IV,7870001,7880000,7879249,256,0.0092,inopinata,intergenic
IV,7900001,7910000,7905879,416,0.0085,inopinata,intergenic
IV,7910001,7920000,7911018,276,0.0156,inopinata,intergenic
IV,7940001,7950000,7942474,405,0.0054,inopinata,intergenic
IV,7950001,7960000,7954173,247,0.0471,inopinata,intergenic
IV,7970001,7980000,7979125,376,0.0023,inopinata,intergenic
IV,7990001,8000000,7990737,287,0.0169,inopinata,intergenic
IV,8010001,8020000,8012505,429,0.0206,inopinata,intergenic
IV,8030001,8040000,8037825,189,0.0145,inopinata,intergenic
IV,8050001,8060000,8057033,324,0.0411,inopinata,intergenic
IV,8060001,8070000,8062128,760,0.0141,inopinata,intergenic
IV,8140001,8150000,8146692,695,0.0214,inopinata,intergenic
IV,8160001,8170000,8165009,190,0.0046,inopinata,intergenic
IV,8220001,8230000,8223900,396,0.0184,inopinata,intergenic
IV,8230001,8240000,8233683,242,0.0091,inopinata,intergenic
IV,8320001,8330000,8327865,185,0.0036,inopinata,intergenic
IV,8330001,8340000,8335311,274,0.0121,inopinata,intergenic
IV,8350001,8360000,8352264,620,0.0111,inopinata,intergenic
IV,8380001,8390000,8388996,181,0.0099,inopinata,intergenic
IV,8400001,8410000,8404685,203,0.0035,inopinata,intergenic
IV,8480001,8490000,8489346,810,0.0084,inopinata,intergenic
IV,8520001,8530000,8527740,408,0.0162,inopinata,intergenic
IV,8540001,8550000,8546321,217,0.0064,inopinata,intergenic
IV,8590001,8600000,8592552,882,0.019,inopinata,intergenic
IV,8600001,8610000,8604494,315,0.0229,inopinata,intergenic
IV,8610001,8620000,8615087,621,0.0139,inopinata,intergenic
IV,8630001,8640000,8635782,166,0.0006,inopinata,intergenic
IV,8670001,8680000,8675824,687,0.014,inopinata,intergenic
IV,8720001,8730000,8728307,546,0.0162,inopinata,intergenic
IV,8730001,8740000,8732885,579,0.0194,inopinata,intergenic
IV,8750001,8760000,8757600,569,0.0143,inopinata,intergenic
IV,8760001,8770000,8766256,280,0.0037,inopinata,intergenic
IV,8810001,8820000,8813199,219,0.0087,inopinata,intergenic
IV,8820001,8830000,8829145,191,0.0069,inopinata,intergenic
IV,8840001,8850000,8841487,164,0.0,inopinata,intergenic
IV,8880001,8890000,8889123,242,0.0251,inopinata,intergenic
IV,8900001,8910000,8900543,204,0.031,inopinata,intergenic
IV,8930001,8940000,8936476,166,0.0254,inopinata,intergenic
IV,8950001,8960000,8957690,1070,0.0022,inopinata,intergenic
IV,8970001,8980000,8977461,368,0.0139,inopinata,intergenic
IV,8980001,8990000,8984947,298,0.0131,inopinata,intergenic
IV,9050001,9060000,9053516,310,0.0389,inopinata,intergenic
IV,9080001,9090000,9085760,275,0.0054,inopinata,intergenic
IV,9090001,9100000,9093811,267,0.0111,inopinata,intergenic
IV,9100001,9110000,9105621,444,0.0081,inopinata,intergenic
IV,9120001,9130000,9125520,276,0.006,inopinata,intergenic
IV,9130001,9140000,9132579,237,0.0068,inopinata,intergenic
IV,9150001,9160000,9158626,244,0.005,inopinata,intergenic
IV,9170001,9180000,9173785,313,0.0172,inopinata,intergenic
IV,9230001,9240000,9235718,1077,0.013,inopinata,intergenic
IV,9300001,9310000,9300082,161,0.0057,inopinata,intergenic
IV,9350001,9360000,9355256,364,0.0113,inopinata,intergenic
IV,9370001,9380000,9371672,342,0.0031,inopinata,intergenic
IV,9390001,9400000,9394987,330,0.0023,inopinata,intergenic
IV,9400001,9410000,9407386,552,0.006,inopinata,intergenic
IV,9410001,9420000,9411889,812,0.0076,inopinata,intergenic
IV,9420001,9430000,9421629,270,0.0085,inopinata,intergenic
IV,9430001,9440000,9430533,262,0.0053,inopinata,intergenic
IV,9440001,9450000,9441966,377,0.0253,inopinata,intergenic
IV,9450001,9460000,9450952,232,0.0042,inopinata,intergenic
IV,9480001,9490000,9488710,746,0.0136,inopinata,intergenic
IV,9490001,9500000,9493494,648,0.0031,inopinata,intergenic
IV,9500001,9510000,9503524,292,0.0087,inopinata,intergenic
IV,9510001,9520000,9514903,1657,0.0084,inopinata,intergenic
IV,9520001,9530000,9522661,627,0.0216,inopinata,intergenic
IV,9530001,9540000,9536758,975,0.0194,inopinata,intergenic
IV,9620001,9630000,9626340,488,0.0164,inopinata,intergenic
IV,9640001,9650000,9645577,523,0.0051,inopinata,intergenic
IV,9650001,9660000,9653060,528,0.0059,inopinata,intergenic
IV,9670001,9680000,9672891,414,0.0034,inopinata,intergenic
IV,9690001,9700000,9696213,302,0.0054,inopinata,intergenic
IV,9710001,9720000,9716965,463,0.0152,inopinata,intergenic
IV,9790001,9800000,9791018,171,0.0252,inopinata,intergenic
IV,9870001,9880000,9875935,319,0.0098,inopinata,intergenic
IV,9890001,9900000,9895165,259,0.0179,inopinata,intergenic
IV,9920001,9930000,9927682,584,0.0137,inopinata,intergenic
IV,9960001,9970000,9965851,170,0.011,inopinata,intergenic
IV,9990001,10000000,9996542,727,0.0216,inopinata,intergenic
IV,10040001,10050000,10042705,454,0.0386,inopinata,intergenic
IV,10050001,10060000,10052092,343,0.0138,inopinata,intergenic
IV,10060001,10070000,10066196,403,0.004,inopinata,intergenic
IV,10080001,10090000,10088821,300,0.0157,inopinata,intergenic
IV,10100001,10110000,10107991,262,0.015,inopinata,intergenic
IV,10130001,10140000,10136769,1452,0.0261,inopinata,intergenic
IV,10140001,10150000,10141814,300,0.0196,inopinata,intergenic
IV,10170001,10180000,10177701,444,0.0221,inopinata,intergenic
IV,10180001,10190000,10185191,407,0.0144,inopinata,intergenic
IV,10210001,10220000,10216503,922,0.0182,inopinata,intergenic
IV,10220001,10230000,10226665,172,0.0078,inopinata,intergenic
IV,10230001,10240000,10238106,239,0.0017,inopinata,intergenic
IV,10240001,10250000,10246905,210,0.009,inopinata,intergenic
IV,10260001,10270000,10263644,223,0.0119,inopinata,intergenic
IV,10320001,10330000,10326179,340,0.0073,inopinata,intergenic
IV,10330001,10340000,10338193,1021,0.0072,inopinata,intergenic
IV,10340001,10350000,10346762,893,0.0151,inopinata,intergenic
IV,10350001,10360000,10353509,502,0.0103,inopinata,intergenic
IV,10360001,10370000,10366880,386,0.0032,inopinata,intergenic
IV,10370001,10380000,10374503,784,0.0024,inopinata,intergenic
IV,10390001,10400000,10395070,3509,0.0119,inopinata,intergenic
IV,10430001,10440000,10439281,177,0.0013,inopinata,intergenic
IV,10440001,10450000,10443611,433,0.014,inopinata,intergenic
IV,10460001,10470000,10465451,428,0.0064,inopinata,intergenic
IV,10480001,10490000,10484066,608,0.005,inopinata,intergenic
IV,10510001,10520000,10512984,369,0.0073,inopinata,intergenic
IV,10560001,10570000,10563168,393,0.0076,inopinata,intergenic
IV,10580001,10590000,10583413,197,0.01,inopinata,intergenic
IV,10630001,10640000,10637136,677,0.0159,inopinata,intergenic
IV,10650001,10660000,10653878,388,0.02,inopinata,intergenic
IV,10660001,10670000,10660459,211,0.0073,inopinata,intergenic
IV,10680001,10690000,10687148,458,0.0123,inopinata,intergenic
IV,10690001,10700000,10691696,1312,0.0208,inopinata,intergenic
IV,10730001,10740000,10732168,464,0.0091,inopinata,intergenic
IV,10740001,10750000,10746522,618,0.007,inopinata,intergenic
IV,10770001,10780000,10778979,478,0.0028,inopinata,intergenic
IV,10780001,10790000,10783843,416,0.0026,inopinata,intergenic
IV,10790001,10800000,10793674,957,0.0115,inopinata,intergenic
IV,10800001,10810000,10802966,638,0.01,inopinata,intergenic
IV,10810001,10820000,10817211,235,0.0175,inopinata,intergenic
IV,10820001,10830000,10828673,386,0.0103,inopinata,intergenic
IV,10830001,10840000,10833861,2908,0.0113,inopinata,intergenic
IV,10840001,10850000,10842453,422,0.0107,inopinata,intergenic
IV,10860001,10870000,10864996,261,0.0063,inopinata,intergenic
IV,10900001,10910000,10909233,654,0.0057,inopinata,intergenic
IV,10910001,10920000,10910992,331,0.0106,inopinata,intergenic
IV,10920001,10930000,10922791,460,0.0105,inopinata,intergenic
IV,10930001,10940000,10934672,529,0.0161,inopinata,intergenic
IV,10960001,10970000,10967533,172,0.0104,inopinata,intergenic
IV,10970001,10980000,10977650,720,0.0143,inopinata,intergenic
IV,10980001,10990000,10986443,805,0.0172,inopinata,intergenic
IV,10990001,11000000,10990709,249,0.0136,inopinata,intergenic
IV,11010001,11020000,11015481,716,0.0064,inopinata,intergenic
IV,11040001,11050000,11045984,576,0.0122,inopinata,intergenic
IV,11050001,11060000,11054636,197,0.0086,inopinata,intergenic
IV,11060001,11070000,11067569,404,0.0214,inopinata,intergenic
IV,11120001,11130000,11125826,575,0.0158,inopinata,intergenic
IV,11130001,11140000,11133275,1033,0.0156,inopinata,intergenic
IV,11140001,11150000,11143076,476,0.0123,inopinata,intergenic
IV,11180001,11190000,11186991,461,0.0225,inopinata,intergenic
IV,11220001,11230000,11229016,395,0.0145,inopinata,intergenic
IV,11240001,11250000,11246199,585,0.0156,inopinata,intergenic
IV,11290001,11300000,11296113,324,0.0048,inopinata,intergenic
IV,11300001,11310000,11307764,1374,0.0127,inopinata,intergenic
IV,11310001,11320000,11312923,1951,0.0106,inopinata,intergenic
IV,11400001,11410000,11402290,264,0.0116,inopinata,intergenic
IV,11420001,11430000,11426036,247,0.0104,inopinata,intergenic
IV,11450001,11460000,11453097,271,0.0164,inopinata,intergenic
IV,11460001,11470000,11465261,1742,0.0044,inopinata,intergenic
IV,11490001,11500000,11496852,302,0.0072,inopinata,intergenic
IV,11500001,11510000,11508327,167,0.0226,inopinata,intergenic
IV,11530001,11540000,11535844,319,0.0104,inopinata,intergenic
IV,11540001,11550000,11545707,728,0.0056,inopinata,intergenic
IV,11550001,11560000,11554485,582,0.0158,inopinata,intergenic
